user_id,watch_count
38b1c595ef,48
eb0ca0b335,48
1ca5c7f78b,48
7ca3504175,48
c21da94ff5,47
24c1896067,47
63b9a0254c,47
44f78809e9,47
cb408e6796,47
a757d3605f,47
2c456bf89c,47
feb1521b29,47
7a3f9c84aa,47
27a31ff153,47
0f8030f27c,47
f9ecb1587c,47
eb16e9c7f5,47
1f5cfca110,47
2f071525c4,47
1199635464,47
74d4075e47,47
4309599a2c,47
897541d04d,47
2b86607332,47
2cb78168c0,47
495fa96740,47
2d1dc96308,47
b378731f55,47
3983837e59,47
a87e58d731,47
1e74062000,47
4ad78d9cf1,47
69032eb1c6,47
e22c51d185,47
4b991033f7,47
ef2397c461,47
c99bcdcece,47
a562e1e229,47
bd64bc84ac,47
2d7ee01c09,46
b918e35651,46
601ae51cb7,46
5bacc79a6d,46
17413d2994,46
f71ffa2c88,46
de4a7e9251,46
c2ee316aa9,46
274da5ae13,46
fbf7043725,46
e0fb5501bc,46
68768e88bf,46
a3162feb99,46
3962fd9e30,46
703924c358,46
c07f893ac6,46
6ebd0bd88e,46
170ce84940,46
628abf4196,46
54abb42d0d,46
45277c10d7,46
f0f7ddf31c,46
e5a41743da,46
d61e54d235,46
ce75995e1c,46
457cf6aa75,46
a4bc90d3e0,46
687d055c2f,46
6b13e582b4,46
5799063313,46
45b87f8a22,46
91263b8a9d,46
227d76ff10,45
cbd0fe3ec6,45
462c833963,45
0c711cdd1c,45
efbda31348,45
15c04e8c63,45
956bb1515e,45
6e3068b7db,45
6dd9e1da84,45
5faa62e60d,45
e583c08fd9,45
cde2bb39af,45
72c0155b7f,45
7c90191b5d,45
0c39e72c6f,45
50295954e9,45
2d92f954c8,45
6f1019c8ba,45
9a35f4a81f,45
ec7481c947,45
e51887fdba,45
ef3ebe3cb2,45
9617af2f0f,45
5c048a59c4,45
65334672a7,45
a52a55c361,45
1b1e61b7d1,45
73466c1411,45
e73cb349c6,45
b9d80d571a,45
902b24ed11,45
5fec5db383,45
88fe9f39a4,45
6dbe385332,45
077dbf5b46,44
9fca18cbad,44
7c31934fe7,44
015ba96716,44
8ed75a676d,44
03852411d9,44
de9a311aaf,44
805f1c4a38,44
a9ede6cd58,44
0a436e8543,44
da690813b0,44
468e1eda0a,44
e126c60762,44
659ff4e55f,44
18e993902c,44
efe8436bb7,44
25ac33ac44,44
571bc41079,44
75b6eecb78,44
76486570cd,44
d08dad0290,44
de0fdde92b,44
4cb9148078,44
d9c3e796e1,44
9293d95080,44
318c0a9860,44
bb2ba1eed1,44
91f7c2c0a2,44
40f69e186c,44
7473f06ce3,44
928c108dd9,44
ea599afbd2,44
a51e79ee8c,44
94ecaec611,44
3b245942b7,44
8585d6d6d6,44
a3cd07733e,44
c8778f2305,43
06f0ceaddb,43
9edc9a5a46,43
1ba5d53026,43
5a1fffa9d0,43
89a9beb936,43
fa1275260e,43
7db6713558,43
c6d76a2b47,43
d2562a6ed7,43
487ffafd0b,43
7c82d3343d,43
087627a780,43
648b502578,43
2365600af5,43
dd68b803ef,43
5609c15891,43
4873de297d,43
9593736102,43
ec122630bf,43
803d3b50bb,43
8538cd6c6f,43
910a54b0a8,43
0e15fd9f90,43
5e65fb4b52,43
935840d7cd,43
3fee20e967,43
210e28a8b6,43
22e20bb52f,43
e32edb4858,43
9644f300f9,43
4d7388a564,43
021c74577e,43
85fdffea82,43
1881ec9581,43
f870367b23,43
1b0ec67313,43
b550502f35,43
eb1dbdc93a,43
d5a91b0d04,43
8ffa7b2062,43
cfc0e19533,42
428f24e2bc,42
308f4caaf2,42
3502cd8e3c,42
e018365360,42
df20e18e27,42
5138d6cfe4,42
9e03373676,42
9075344b26,42
7cc4558d43,42
df8ef8dd31,42
0c2ebf10c0,42
56fe11db1c,42
c541a3517c,42
fdea148301,42
f9c4d2f631,42
432d6091b7,42
40f5ba8d7a,42
e99cab7b04,42
d7b7c7f450,42
578e406cd0,42
3a60bd06ce,42
96772361d6,42
5e74e3cf23,42
68989619dc,42
a3f1f01572,42
d3d5cfd3ab,42
b28b07b451,42
7bf08a31b5,42
bae825304f,42
403e123bb1,42
80f9d2bb1e,42
77adfb7703,42
c0c412fed4,42
379d5679af,42
da81eca93e,42
9a6b6cd2f4,42
e3271196ae,41
346fb1caa9,41
1935368ac5,41
cec83456d5,41
e3370bfe6d,41
d4e61e4741,41
a633960263,41
2c07fada5e,41
6aa15cdfb4,41
4f82a4b700,41
87159df909,41
4d0011e7b1,41
2aed5e39ec,41
8bdd169574,41
60caea3d80,41
2d8b8d7381,41
4347dc580f,41
d587e4f539,41
bb5ea5f910,41
0edb1b6143,41
e992aca506,41
ae77c5157f,41
1bfecbfaa5,41
45ab9a588a,41
f0471a5852,41
0f5558dbfa,41
065dd468c5,41
c84bd4d7c1,41
7a4fa66c47,41
5cbb1856f9,41
ec9f1ee809,41
05a26c61ed,41
930ec6439b,41
465417ae16,41
81ed5c785b,41
687a1c53ac,41
042267ff84,41
813733d270,41
42495c9077,41
ebe9629e77,41
8269a1feb5,41
bbf4836794,41
07de0d3a5c,41
95358660dc,41
0e7ba1285a,41
c30e7b3599,41
2c9e517f2b,41
daacb7cba1,41
74105d20ee,41
c7005ce5d8,41
4c2c79a367,40
94fba6b03b,40
3f8576b5c4,40
2c7f9d9ca0,40
35ec7278ee,40
33ab9d3763,40
19a58e2b1f,40
8bf56ffc48,40
566eb4a196,40
8ff2c278a2,40
e41c13019b,40
0f5bfed0af,40
ac3b981f08,40
989610af21,40
e014ab0144,40
910716cde6,40
6d5e5ec4ce,40
c7575a0db8,40
8379b0daf7,40
6b38e72fe3,40
28dbf366bf,40
8c4f6bb900,40
d83a05a011,40
2a81656fab,40
fdf74db534,40
a557de6077,40
6924354498,40
f5bdcc15dd,40
4eb703ac36,40
4699c8d01b,40
c078c3bb09,40
2ece917139,40
5942f75e2a,40
73210885ed,40
5d3e01907a,40
3d41d06454,40
1aeb405fe3,40
ea3acbbd5f,40
c06868bf7b,40
0e31fb5cc1,40
5f1ee1eaa4,40
37c4d19c4d,40
4b44d7203d,40
ca6c2db5a5,40
37c1de6c64,39
81a5a30e88,39
84a66666d5,39
76e4f8a25c,39
702454b3fd,39
cf8f485a1f,39
fd14a610a3,39
81260f71c8,39
df43bec94a,39
c4939f8aeb,39
9def36abfb,39
c39252f22d,39
d5ccc9b60b,39
6a4d4bf9fe,39
40fb5844c3,39
37221ac988,39
f5a75ec9da,39
7ffdb6ce83,39
ea9cba6174,39
687a9a5ff7,39
d6070f1665,39
38ed1ed5a9,39
270606ca96,39
2f1409a9c2,39
5d05571978,39
f12fb2a1c8,39
1c2d11fadc,39
d74d610fae,39
a04b9264ec,39
e4f4a41afd,39
1454d3e7e6,39
56727139af,39
b58d30c72a,39
1ef173a4dc,39
f0d52ca74c,39
09b38524ec,39
c3be0b9a37,39
f20a6ae2dd,39
1d9b5a3c3b,39
52670505de,39
5a73fd261d,39
21d6102d18,39
e96c25b13e,39
11eef5a52e,39
a3d34cc35b,39
b95cff0879,38
14e7a1b031,38
c713cee7bb,38
a958895be4,38
7bcea87147,38
ba58c6bd14,38
48fe532b57,38
80285f8a03,38
8d68294532,38
cc8177a8fa,38
791afe85c8,38
2fcc285c33,38
a47b78fa89,38
2f694b4de7,38
dd490b5507,38
145fcb4643,38
019e57424f,38
6e45b26039,38
e0b30f7b45,38
4dbe6588eb,38
a370b3093b,38
71a33592e7,38
657c83823c,38
c83546624f,38
95dfed042d,38
376537cb78,38
9e2bdfd238,38
145b28cdd4,38
6efe3948b9,38
bd7e1e9c10,38
0fcbc2cda6,38
95ab66f947,38
f0b1b2aa6c,38
0a67ef7a55,38
65e0f6c924,38
9e8c853fbb,38
874bc190e9,38
49fd753ab3,38
6ca424dda1,38
f3c043b74d,38
a2fe2a67b6,38
ee23720b25,38
30a065ac09,38
ae3746f8e2,38
0334c5e389,38
475a7b066f,38
3fed84d1b5,38
bac8f42281,38
75954cd5bd,38
998bf9ac55,38
5408bb82b6,38
d5dcbea94d,38
3649468d84,37
850c95829a,37
cb2c100b07,37
d946dc7c84,37
74509a6f2d,37
8aee5fe248,37
d11d03e126,37
4672345a8c,37
584c221a2f,37
3df31aafdb,37
61f4d6f980,37
04354a9c12,37
1e4e9bc121,37
5835c86278,37
c348528003,37
2908d915f2,37
c87010cb33,37
abadfe6f33,37
cd52007d50,37
8fd987def9,37
1f5faca661,37
4e50fe71b0,37
f794607efb,37
8ddefb53c2,37
a3515b9570,37
e36b81ea60,37
ebbdcfda14,37
97c626991d,37
408a851eb8,37
e47282d438,37
3a96f04e11,37
91eb8749c2,37
dfd113abf2,37
b6bc1863da,37
547f34da41,37
ddae3349a8,37
3bdb2e9f6a,37
6ac6a4484f,37
371aa11d7e,37
312279345d,37
1191a8502d,37
92e20248d6,37
aabe004016,37
477438840c,37
fcb76d2277,37
bc4d7a2c90,37
ec4eb089d1,37
900b315445,37
9f70670549,37
4d9231e743,37
d29edb520a,37
d0333b3423,37
9740827718,37
9aaa6eb385,37
560d3adba8,37
84d4093b0a,37
fa17d16caa,37
10fed1fe1a,36
b86e3aec40,36
bf9b75203a,36
1ed9819e71,36
94b21bdbd6,36
f216279692,36
40d2235ed5,36
10f7dc2bd0,36
1590c16ab0,36
8d9dcc9f84,36
53ae14f96f,36
ba76856199,36
95f513e2ff,36
929e36e6a5,36
6c326ce5df,36
86148989d9,36
e8a234c756,36
33a52d3371,36
80bec5b44e,36
0bce48bba0,36
342fc2dfc8,36
4bf7ce318b,36
a03290fdd6,36
d570c3f326,36
a29e0a9868,36
da4d059c72,36
f1c2d2e83c,36
a40493515a,36
20d0c6b86b,36
2a90c4d63b,36
e18d1a9d00,36
07c29effc1,36
dbc2cc866a,36
98cc3a3d9b,36
3667efc438,36
903358fd1f,36
0b2822e0cf,36
2d09ed5038,36
838fe8558a,36
020191d8cf,36
ede9d7b1e4,36
86c7faf652,36
2f89c9837e,36
1ce24ba68d,36
eee370e7e0,36
89b4a983b6,36
74f7c6b52a,36
f82a2e9ac9,36
1ef7c24f8a,36
9dbbb213bb,36
0baf62ad56,36
aa056b4df8,36
9c60c72aaf,36
3a68711195,36
b36db6088e,36
af36704a6e,36
463850c468,36
18e2fb633b,36
32b3e3f7c6,36
5490437008,36
d12eafe608,36
2a3b72b06f,36
37aab5403f,36
7f66a7bc95,36
28787c7803,36
c5c4283fab,36
98ef62753e,35
7145ae0a6b,35
aad40d2414,35
1b724e121e,35
d347fc5273,35
0c257cac49,35
67606df7fa,35
d02a5b897a,35
9b7721b980,35
23ef1fdc9c,35
be02f08b3e,35
b60812703e,35
244167e82c,35
5a7339403e,35
7e8ec2acaf,35
0a0058b5c5,35
bee65bbde1,35
53c17cbb6f,35
91b643aefa,35
5f41a67ee4,35
38082645f0,35
9039ca15fc,35
e5904c6d10,35
92a5280597,35
d64700ed3b,35
7bcf7491a0,35
7243d8d15e,35
02cd2456b2,35
2a971abf77,35
14c37a5689,35
f327f6cf2b,35
19dc83df9a,35
7287bae032,35
bdb5e958b4,35
6cd3781181,35
39c45100bd,35
687a6cbacf,35
12d8eac9e3,35
4761e2aa9c,35
5842ad064f,35
f0fd623836,35
b6258d6dd2,35
83de3bbc19,35
fbc34b41cb,35
8e97acb681,35
5b0d3d56f5,35
dba3c36808,35
4dd3081b52,35
1a0fdd9f27,35
3b1c9e3513,35
1080a71575,35
8d5ef6fc36,35
d1e5ffc888,35
1e61e7ab4a,35
2740c61c2d,35
8e17efbaa6,35
f5304408b6,35
e63871de14,35
7a1396db89,35
3966c66758,35
25c63edda1,35
2c902cfc8a,35
dfcda2debb,35
50ee17b5dc,35
0b1fdf25ec,35
85a05cc067,35
fdaa5ca27d,35
ab12a0f043,35
42ebebb8c4,35
ade9409050,34
f93d1437f6,34
1054fda773,34
48ffa993ec,34
b52426e5c5,34
983d68e70a,34
c70ce3c69c,34
ccf5d9f727,34
1a584e043a,34
a3e4eb8d12,34
da7add9c8b,34
7cbea9a1bd,34
98713f087b,34
c42caaa5d7,34
d93c76f1f9,34
473819e616,34
a2b97107da,34
a2c824a724,34
2e23ed8af6,34
b9df10c733,34
9bd9ade79a,34
967244c76d,34
c8c3bc3a1d,34
1cbaba28ea,34
1d9e2ee6fa,34
3cbbade767,34
c697396ea7,34
2394ab44e0,34
7d1f9cc7f6,34
f8a3e14bd4,34
f5b0c46ec8,34
95b01fb74d,34
37bd7c9c05,34
565d788be7,34
ff9fecd818,34
a23f67ba45,34
c26e77f1fe,34
2d9347fc58,34
ff36add8f0,34
d757500c82,34
6ca56d7d46,34
77a89df040,34
8d32ad0320,34
a09807c0c3,34
3ffece8e86,34
2f13f9cfd8,34
4ca5eba5a4,34
c2c42cb1e9,34
1ff1569c02,34
7e5a1febe9,34
127d2d7386,34
afb7b251ad,34
b0698e349a,34
8c4819b816,34
3f423a7444,34
5de9c633f2,34
5dc9ca4c29,34
b497fd2489,34
cf9a94ecef,34
885448a7bd,34
4b2db94f8c,34
8970d5be1b,34
3ded536e3e,34
a9dca22f54,34
fc8efcecd0,34
125c26ed9b,34
3708dfdc75,34
235d95bbe5,34
9af55a406a,34
38a01f7900,34
d86324e45f,34
e0135ce618,34
7ec8507c6b,34
97b7da5dac,34
07d5f6755a,34
bd1e8ae3c9,34
abf44869ab,34
c7909fc0fe,34
41f0960ec2,34
6b3ed2b35a,34
a0315f1f06,34
21c4261f22,34
e8e17d3865,34
9fb7529210,34
37c3e67c63,34
88de07d788,34
e4de39da47,34
aa33bafb33,34
375617ae03,33
ee83edcbdc,33
e7b4b17aa1,33
98dd14f606,33
6144225501,33
aac8200892,33
0029f6bb1e,33
ba1bbc8ba1,33
22b6b72bd3,33
42a5d59ba3,33
e2d8af3e35,33
7d67518f53,33
2ddcfaaad1,33
e00b478996,33
60907c74f7,33
943d9484a6,33
937dbb0c99,33
7115bff4c9,33
2b94fab71f,33
645a4dd822,33
620158d096,33
b3b566cb13,33
d7467e0cec,33
f40a19f94b,33
8aa2534b5a,33
46f928ec76,33
d13f1d6146,33
22923a81b5,33
e5537e01e8,33
203acaf379,33
5410f0ac46,33
6dd8fffb56,33
0c3e570e95,33
086dae4fd1,33
41ad89e5c9,33
65f6f166bf,33
abb9d440ca,33
af7b3d55b1,33
7196c9c47b,33
32adf4dff2,33
3c2d188e77,33
db05a9d18f,33
8edf375b27,33
88a3df29b9,33
f3890bff93,33
7f905eaa60,33
0532fd265d,33
be3e36c4de,33
736dc17f92,33
d0e2c0a043,33
edf140552d,33
7afa636486,33
966dedc98d,33
bff2eafb6e,33
8302c2bd69,33
74b5fe01a3,33
b2e134271e,33
ba7353fd20,33
844aa2517a,33
f40e0c69a7,33
c2905ee67a,33
a836803de4,33
152080ab34,33
4b55d1e2fe,33
5025263dd9,33
517ebde5ab,33
25b14ce1c8,33
4665c3ee64,33
de95f8516b,33
59a8120b87,33
190ec232f8,33
0268758758,33
26b4766f63,33
62bcb5f4fb,33
d781590565,33
eae17b4175,33
178a18dbfb,33
e393ded38a,33
c52db70ad5,33
0f6afa1150,33
38e259275f,33
75d98bab89,33
22b4a4135e,33
a70cf5300a,33
22b970546d,33
4ee407417b,33
1cd7e25e64,33
8b699c042f,33
4beeda54ac,33
470ebd956e,33
54edd95211,33
48350e0e14,33
38856e3c5a,33
9219d9ac17,33
3175aaf7cd,33
dfa14f16c3,33
d4636745d0,33
8981732f46,33
8a8f56cab8,33
c7105d9c88,33
5a34402c41,33
36951042f5,33
8e38ef38b2,33
0e7bf50e26,32
5d9fc16395,32
8dd16f7e78,32
8a3e9dc2a5,32
9ad3357fbd,32
71d7a00233,32
ca79a39c32,32
29143c4dc7,32
d133bbc2c2,32
0bdf812c9e,32
d3eced9949,32
f2873bf60c,32
24c36ece94,32
83af031a86,32
2ad505d133,32
d8d6d4d851,32
7416f7f264,32
5bf7d45331,32
bd9699efe3,32
759a66d29b,32
e84d0c446f,32
8ed49bacf2,32
ff7a528225,32
d5f43f11b3,32
47c811136a,32
4f0596f650,32
d76dff6a7c,32
e64f8509ef,32
3a686f5c8f,32
798ab58378,32
750963a826,32
b853ab1887,32
797bd99d47,32
f10a79146d,32
ae109e29d6,32
fd65511935,32
1f71ee0ac3,32
a1d373a2e3,32
0572867c72,32
c64a2b19d2,32
7faba8ca9f,32
006cbfa99f,32
9e87639e01,32
cf5c29aa9f,32
2187327cdb,32
5dd8a0e802,32
d3c2a9023b,32
49591ce8ce,32
37e7b49971,32
483810cea5,32
bfdbb639d8,32
1de406c69c,32
db9568516b,32
ba05f5b6a9,32
5d8f8c17de,32
a98da4bac2,32
ab9d26f773,32
185a25583e,32
cec9071c4c,32
1c755f0133,32
d4ecc92173,32
4003cb16a9,32
ad3ff7917d,32
bd699f4c32,32
0a623457b7,32
44a8894e41,32
23d345136a,32
258feda70f,32
3ba85876e4,32
45e752bf21,32
fc9f3f4514,32
70c456c0e6,32
7996022396,32
3858d8a09f,32
d3e87cd6e0,32
33355247a5,32
147210ac8a,32
df25a039b9,32
e7d66a7d0e,32
dd3004c668,32
b941cc6739,32
fc465d8ebc,32
bcc63fc2a9,32
3e74319b47,32
61a7fd70fc,32
8c07c6b74b,32
5babb60251,32
b4188cabc1,32
d8e1834aa1,32
85674f37bf,32
e5cb0e0170,31
ab7231694c,31
887f942c01,31
2935a20543,31
2442108514,31
46f44fcacc,31
5eaed6cb8c,31
4e83f22e99,31
b3cc63f98b,31
0baabda4c4,31
ee8ba92f9a,31
a5a5c0e574,31
f7126a4a71,31
984e163302,31
8c5518fa94,31
b11e47c4db,31
78331664a2,31
c261ac5d4e,31
4441b86728,31
92769eed62,31
921ac08826,31
66e70df10f,31
04e18c6349,31
1cb789b4fa,31
82366e6876,31
b0b9b2f587,31
6c4ce85903,31
34eb4c5b67,31
75b28fbc6c,31
dac199030b,31
15e4a3a079,31
39db6411d7,31
6b88282912,31
912d10153b,31
f56b8a3bdb,31
011f58a26b,31
cc746ffd4e,31
de0f3588cc,31
7017c133e2,31
9e4cd23645,31
0bb6337cfc,31
7af89417b6,31
477f2320fe,31
7b522614d2,31
7119752e02,31
b35f3aa1e5,31
d53df0543a,31
be4e970989,31
94126dafe7,31
21bbedc06d,31
4875397036,31
c87a88ae95,31
23b6b22969,31
90c5cc8888,31
305e08557a,31
8d0b698f9d,31
b34b2f7540,31
4ddb7af316,31
ad9090741d,31
7aac762b27,31
4511b55448,31
0dcd3f04b3,31
c1fac19e2d,31
61a7be849f,31
72bc9a7bbf,31
6527e518ed,31
b47433f21f,31
60814fa9e8,31
b61ee87ab8,31
f8856e8377,31
b1bc0b2e95,31
c02afc39a2,31
e197fa2af7,31
a39e03466e,31
e344d75b93,31
014a22386f,31
9a5a6e441d,31
e83382b09f,31
e69dc575db,31
ea20277b51,31
43b171454c,31
76528a35dd,31
e1ff9a5605,31
fb3aaf9639,31
79a054d408,31
55df9c6ad7,31
eeb8563f58,31
f54867200f,31
f4e98aad07,31
33c9967d84,31
dca247c189,31
2ca85b0fd9,31
f908137e83,31
64efdaa3d7,31
22034e9b0d,31
507bf6b13e,31
2275fd006a,31
69e0034b38,31
342c57073b,31
ec556e5b3f,31
1e879510ac,31
50504349d1,31
add0fb5b6a,31
e731425663,31
